date,RV,RQ
2022-02-24,0.0014009004501100047,2.7931378605522673e-06
2022-02-25,0.0005365698048890467,4.886675942827175e-07
2022-02-28,0.0005577618111317655,3.2196112299094644e-07
2022-03-01,0.00033678293423572626,1.1759798314616124e-07
2022-03-02,0.00042379812278700753,4.835614687738099e-07
2022-03-03,0.00031853506602689776,1.7739560753076597e-07
2022-03-04,0.00034191872250184896,1.249409235592482e-07
2022-03-07,0.0005153055083732686,4.2365318971187623e-07
2022-03-08,0.0015634651670584456,1.7790471743320056e-06
2022-03-09,0.0005614231439132188,4.5900629970175494e-07
2022-03-10,0.0005814748515499367,4.981566133940269e-07
2022-03-11,0.0002983204207287913,7.577484788280765e-08
2022-03-14,0.0004395133363468479,2.1792664755472474e-07
2022-03-15,0.000462507542301827,3.535396329862809e-07
2022-03-16,0.0006194096765145883,6.257973103018429e-07
2022-03-17,0.00032340570048445866,9.127809307519135e-08
2022-03-18,0.0003133894943395737,1.9563794720765737e-07
2022-03-21,0.00038528714432142216,1.6311862306845834e-07
2022-03-22,0.00019785845460412618,4.5366284257694655e-08
2022-03-23,0.0002834661331905952,6.711505024369466e-08
2022-03-24,0.00034643725666718913,2.001809703598725e-07
2022-03-25,0.00028119827372425564,7.676209319731612e-08
2022-03-28,0.0003366393222055424,2.097408484926952e-07
2022-03-29,0.00019444065774665577,8.058873071150714e-08
2022-03-30,0.00018004905107586,3.734543630846171e-08
2022-03-31,0.0001674146952061939,6.035308678476843e-08
2022-04-01,0.00022657637416742543,5.2089860278188225e-08
2022-04-04,0.00017492774597046453,1.990336277469869e-07
2022-04-05,0.00017661117231105016,5.922790625707778e-08
2022-04-06,0.0006489311233896129,6.343085980706961e-07
2022-04-07,0.00041522656869539675,1.9916523444329234e-07
2022-04-08,0.00019216252484557212,4.031152995411088e-08
2022-04-11,0.0002448301595984318,6.987195725717235e-08
2022-04-12,0.0003474488206262706,1.0628348114976966e-07
2022-04-13,0.00021192584789550109,6.72208608431017e-08
2022-04-14,0.0001743806656738598,5.0140861422040675e-08
2022-04-18,0.0003766035259229515,2.0554159418795601e-07
2022-04-19,0.00024499814344209616,6.240701156366044e-08
2022-04-20,0.0003153445230240351,1.575453441617254e-07
