date,M1W,d_log_dvol,EA
2018-01-11,0.04200519848176931,0.21376458164748868,0
2018-01-12,0.054067221270275745,0.5450215858865981,0
2018-01-16,0.060155455153130255,0.31846099911613024,0
2018-01-17,0.04561561903912903,-0.3360446619487618,0
2018-01-18,0.032810415055601894,-0.28043555758117833,0
2018-01-19,0.03046239625513536,0.06635071657731828,0
2018-01-22,0.013844819415865572,-0.1062297087282289,0
2018-01-23,0.016865855992659107,0.23130605315229147,0
2018-01-24,0.04333186697736746,0.35901681052500223,0
2018-01-25,0.047207739786378156,-0.32803749787801095,0
2018-01-26,0.06307789725932,-0.10324272693985037,0
2018-01-29,0.0791272452119216,0.24961725348881814,0
2018-01-30,0.06574315913899209,0.054261533346359414,0
2018-01-31,0.05370417897186108,0.0907022043523007,0
2018-02-01,0.06681017292402025,0.1661805707314663,1
2018-02-02,0.008242400795487548,0.4093191148668609,0
2018-02-05,0.020205562009419253,-0.02770159652290971,0
2018-02-06,-0.01966155372607936,-0.016884444042677416,0
2018-02-07,0.0031933383609903387,-0.4449920156799614,0
2018-02-08,-0.025257743998460924,0.07875063508757663,0
2018-02-09,-0.027891126765344332,0.5540305399262024,0
2018-02-12,-0.06531282185680087,-0.7919338690111033,0
2018-02-13,-0.0021606058099052916,-0.0421896622369502,0
2018-02-14,-0.02044602802389761,0.016339850662721034,0
2018-02-15,0.024982110038611616,-0.004165106840051891,0
2018-02-16,0.07911961490554997,-0.25825347815169764,0
2018-02-20,0.07837582028527557,0.441635949111884,0
2018-02-21,0.05703023130784768,-0.05386362491337593,0
2018-02-22,0.04792742113244586,-0.2959663183500183,0
2018-02-23,0.022892401799259332,-0.07253290285948566,0
2018-02-26,0.025796555044009573,0.14754680434365852,0
2018-02-27,0.049427686660405534,-0.04051021352985629,0
2018-02-28,0.02925990511679899,-0.21251315854117792,0
2018-03-01,0.01963072987884562,0.5463760619081164,0
2018-03-02,0.004972126080259542,0.03776928538750113,0
2018-03-05,0.00013332444523506126,-0.2739141427715168,0
2018-03-06,0.0010506961828182781,-0.1603251156852643,0
2018-03-07,0.01652930195121005,-0.14556365647387537,0
2018-03-08,0.02119665909752655,-0.07716306250157245,0
2018-03-09,0.03916915480210559,0.23049249302505714,0
2018-03-12,0.05119330272010636,0.1253637992569061,0
