feature,edge_idx,z_std,ale_centred
M1W,36,-0.25183114274861995,-2.1344977969507315e-06
M1W,37,-0.2302488956547264,-2.190814195606285e-06
M1W,38,-0.2021237382739248,-2.247253798819506e-06
M1W,39,-0.1746442662462302,-2.2665452721272092e-06
M1W,40,-0.15483684342101262,-2.3645906199677344e-06
M1W,41,-0.1272100808139269,-2.535874904501347e-06
M1W,42,-0.10995983593621383,-2.675092167996431e-06
M1W,43,-0.08996391345344106,-2.786978447793067e-06
M1W,44,-0.07016468388015837,-2.8310534705356847e-06
M1W,45,-0.05310226313055043,-2.981633292924548e-06
M1W,46,-0.03388634969165653,-3.042898675025376e-06
M1W,47,-0.007520993644537434,-3.096196034440104e-06
M1W,48,0.00563705469500465,-3.129279813711796e-06
M1W,49,0.034566914756131696,-3.1481129016898055e-06
M1W,50,0.06112183590954971,-3.1714318910959125e-06
M1W,51,0.07752170203328934,-3.210297782934126e-06
M1W,52,0.08991851069048687,-3.251933238905926e-06
M1W,53,0.10617862279683063,-3.2893780452726193e-06
M1W,54,0.12318247776157583,-3.3733139754788997e-06
M1W,55,0.13881482023657385,-3.4732665337090427e-06
M1W,56,0.15437363625425954,-3.518156765685112e-06
M1W,57,0.17669334871361211,-3.569892007553412e-06
M1W,58,0.19231699128339563,-3.5398107722729353e-06
M1W,59,0.20749593451042075,-3.553061655330416e-06
M1W,60,0.2314356910981968,-3.608159572670124e-06
M1W,61,0.2554122055443842,-3.694486990773007e-06
M1W,62,0.26964346726137234,-3.7529357281785767e-06
M1W,63,0.28975510042957475,-3.8085190421300783e-06
M1W,64,0.3134593240127167,-3.885808143471272e-06
M1W,65,0.34215129812102446,-3.958380363704541e-06
M1W,66,0.35213466359430146,-3.997971758755816e-06
M1W,67,0.3708724154816963,-4.2003579767625385e-06
M1W,68,0.39205287173479425,-4.339085932108069e-06
M1W,69,0.4133171670508297,-4.497608670155464e-06
M1W,70,0.4309597164988025,-4.591623592225082e-06
M1W,71,0.4518847026416009,-4.623060095403466e-06
M1W,72,0.48347183603159033,-4.721362375497242e-06
M1W,73,0.5039983256876369,-4.767297922419025e-06
M1W,74,0.5324972538999438,-4.894857282826783e-06
M1W,75,0.553052150495018,-4.952811741836362e-06
M1W,76,0.5812290130831428,-5.034621699755539e-06
M1W,77,0.6101426748454978,-5.248934064943191e-06
M1W,78,0.6380135480393838,-5.3836243185602e-06
M1W,79,0.6564030169526669,-5.491114953619749e-06
M1W,80,0.6863918462382145,-5.5885372975895595e-06
M1W,81,0.7292945843554992,-5.511305920740219e-06
M1W,82,0.7519950138612079,-5.554235889653305e-06
M1W,83,0.7841879283088156,-5.6822093117349e-06
M1W,84,0.8035181315081366,-5.71656911207318e-06
M1W,85,0.839683895073266,-5.845598215919003e-06
M1W,86,0.9033905577149445,-5.822121125425119e-06
M1W,87,0.9613793662212727,-6.229853511945484e-06
M1W,88,1.011448361861485,-6.334878080542885e-06
M1W,89,1.0668095407517115,-6.363005568437265e-06
M1W,90,1.1439023463646834,-6.669106554773143e-06
M1W,91,1.194011729440835,-7.306451792692505e-06
M1W,92,1.262150856473942,-7.696057495059185e-06
M1W,93,1.34779979713358,-8.001608151835362e-06
M1W,94,1.4814499659555849,-8.23565243090362e-06
M1W,95,1.5503471442391,-8.559591251560241e-06
M1W,96,1.7465050128330724,-1.0574450798321968e-05
M1W,97,1.8563487437081958,-1.1479834584042883e-05
M1W,98,2.0860280807173535,-1.2582327926884509e-05
M1W,99,2.496688035639191,-1.4703279121113346e-05
M1W,100,4.273106737215215,-2.6651284642957953e-05
d_log_dvol,0,-4.058525255889691,-3.1433450965612545e-05
d_log_dvol,1,-2.2335105727313045,-2.0738750061189174e-05
d_log_dvol,2,-1.8689649037563962,-1.8839057100028848e-05
